Epoch,Recall@5,Recall@10,Recall@30,Recall@50,Recall@65,Precision@5,Precision@10,Precision@30,Precision@50,Precision@65,F1-score@5,F1-score@10,F1-score@30,F1-score@50,F1-score@65,NDCG@5,NDCG@10,NDCG@30,NDCG@50,NDCG@65,MAE@5,MAE@10,MAE@30,MAE@50,MAE@65,val_loss
10,0.09301503331186144,0.10900498235225148,0.1454705359170806,0.1658272520845375,0.17859032022533938,0.05333806936819614,0.03380681890518066,0.017649148937462913,0.013139204093022272,0.011418269503007072,0.05516999104028483,0.043290656385414135,0.028317189002832907,0.022543328220225787,0.020122717672413935,0.10627110123592005,0.10551352330896241,0.11638659451207124,0.12283003444926263,0.1266492038928184,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0791364873764833
11,0.09301503331186144,0.10845604476608886,0.14542942951613275,0.16747985983436758,0.17996173676643099,0.05333806936819614,0.0336292620473118,0.017495266323253003,0.013302556336963211,0.011522071959255052,0.05516999104028483,0.04308740836859215,0.02809531803623858,0.022824815165553115,0.020308267841755878,0.10627110123592005,0.10528974692517129,0.11628890670544934,0.12334963102925527,0.12708858286152297,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0747976702761788
12,0.09301503331186144,0.10863490435903342,0.14472541463063945,0.16703176660865376,0.1795554983546026,0.05333806936819614,0.03359375066462566,0.017530777712553656,0.013267044978089292,0.011527535238036018,0.05516999104028483,0.04312568782982205,0.028113822563847698,0.022750975677230268,0.02030649462209443,0.10627110123592005,0.10530728723758577,0.11618554717080604,0.12322395186559086,0.12701680049014447,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0712532404530255
13,0.09301503331186144,0.10868353265819182,0.14543541560521012,0.16872355188719335,0.18166550844166937,0.05333806936819614,0.033451705200026154,0.017483429204069333,0.013494317734677514,0.01175153000737985,0.05516999104028483,0.043001410409818745,0.02807226249635939,0.023128800735073375,0.020687520408087454,0.10627110123592005,0.10526712923786942,0.11633141346961069,0.12381920974241273,0.1277141836789352,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0682888441003127
14,0.09301503331186144,0.10845604476608886,0.14575647848753512,0.16842787244240753,0.18973399997445417,0.05333806936819614,0.0336292620473118,0.017483429209360937,0.013451704075454141,0.012084790516382782,0.05516999104028483,0.04308740836859215,0.028090608417352832,0.023055824380373287,0.021305573657049205,0.10628997159867802,0.10528202703889375,0.11637885636710879,0.12369338009871585,0.12943002494681755,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.066095025897715
15,0.09301503331186144,0.10845604476608886,0.1450195576260078,0.17047130514137362,0.19114921919588762,0.05333806936819614,0.0336292620473118,0.017578126198548653,0.013600851779549637,0.011980988068402936,0.05516999104028483,0.04308740836859215,0.02817433256396643,0.023318736763030756,0.021161521579250057,0.10628997159867802,0.10528202703889375,0.11631135564874223,0.12425351824177513,0.12970807100513906,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0630002828002665
16,0.09301503331186144,0.10845604476608886,0.14594950730414977,0.17949934864670716,0.19946181354250506,0.05333806936819614,0.0336292620473118,0.01777935726700393,0.014055397209383293,0.012396197870905533,0.05516999104028483,0.04308740836859215,0.028468687123015778,0.024153147609137126,0.021908756579664027,0.10628997159867802,0.10528202703889375,0.11663028657957594,0.12636655575294176,0.13173652655545579,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0601306898745497
17,0.09301503331186144,0.10828014958612832,0.14634935407031496,0.18496941202531822,0.19879134809227914,0.05333806936819614,0.03345170520796356,0.01788589138463563,0.014225851723246953,0.012325175144228111,0.05516999104028483,0.042937000066475856,0.02865405913193668,0.024497232666445514,0.021789388966598464,0.10627110123592005,0.10512701339427043,0.11682519956825259,0.1276390894675966,0.1317441315398107,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0585380523880092
18,0.09301503331186144,0.10845604476608886,0.15490503825739407,0.1856715956369457,0.19954102072568441,0.05333806936819614,0.0336292620473118,0.018832861113795927,0.01421874947184485,0.012314248570460635,0.05516999104028483,0.04308740836859215,0.030211539692986247,0.024495663817188786,0.021787866608065087,0.10627110123592005,0.10525745671475306,0.1193220259453731,0.1280177410133712,0.13214699901105964,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0561411673623013
19,0.09301503331186144,0.10845604476608886,0.16054366201569792,0.19053485078356144,0.2045123398499775,0.05333806936819614,0.0336292620473118,0.019306345996235243,0.0144602267524037,0.012543706614947454,0.05516999104028483,0.04308740836859215,0.0309795560923786,0.02490458468872186,0.02218785732177573,0.10627110123592005,0.10526363500288095,0.12084477742014728,0.12938892750323497,0.1335989678283857,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0544780861435599
20,0.09301503331186144,0.11100333556863586,0.1666764650978042,0.19016429796201093,0.20450260484622876,0.05333806936819614,0.03380681886549362,0.019507577022357673,0.014382101751504128,0.012489073753386037,0.05516999104028483,0.043460640095872805,0.03145944975073111,0.024790173669647298,0.022102786153316793,0.10627110123592005,0.10607020386801609,0.12263638412630164,0.12981436537996738,0.13408225468513343,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0528585297523896
21,0.09301503331186144,0.11100333556863586,0.16725436967813453,0.1903153077847409,0.20434904142166488,0.05333806936819614,0.03380681886549362,0.019673296743845145,0.01439630630060988,0.012549169913241216,0.05516999104028483,0.043460640095872805,0.031688243718235753,0.024818739293550607,0.022193470508765047,0.10627110123592005,0.10608473343150267,0.12325069739546796,0.13024599839329973,0.13452147160635583,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0511709151929514
22,0.09301503331186144,0.11100333556863586,0.16616276830344842,0.19083596339491618,0.20826472114210695,0.05333806936819614,0.03380681886549362,0.01944839142379351,0.01446732903026383,0.012882430407692234,0.05516999104028483,0.043460640095872805,0.031334543932726694,0.024934812634786464,0.022755021374244032,0.10627110123592005,0.10618452039092187,0.12311487163771578,0.13067381677154283,0.1358206142004664,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0495791783222574
23,0.0931968245845796,0.11421846364299365,0.16616276830344842,0.19135135374381207,0.20693911001117984,0.05248579659118233,0.035049716624515975,0.01944839142379351,0.014552556282565505,0.012702141934410478,0.05447130648429844,0.044964594398731024,0.031334543932726694,0.025061097437918015,0.02244951310951199,0.10600229222539136,0.10765488508199765,0.12339749285191912,0.13113628820098133,0.1356836225115165,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0484818116777894
24,0.09236300988943019,0.11940937849827936,0.1684239445894491,0.19214730252861045,0.20805916940232486,0.052414773852268066,0.03661221667425707,0.01976799370525193,0.014616476727744819,0.012876967121304584,0.05432700253864327,0.047117217883086676,0.03184475192921871,0.025175823845942927,0.02274260131591952,0.10570357937302272,0.10961713143677282,0.12424835799571486,0.13153116750419774,0.1362833509933394,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0475237459116589
25,0.0931968245845796,0.12057761124279667,0.1677835385278079,0.19270956430277278,0.20979895038180985,0.05248579659118233,0.036718750806440686,0.01968513385906011,0.014694601736581799,0.013035402443082685,0.05447130648429844,0.04733193799620494,0.03170950400288513,0.025299230734658937,0.023014026907648342,0.10600275985515592,0.11003999353587543,0.1241946017531022,0.13185753433737607,0.1369225269366077,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0458902830333379
26,0.0931968245845796,0.12057761124279667,0.16657905032678338,0.19229143523526462,0.20886693424703975,0.05248579659118233,0.036718750806440686,0.01959043689103882,0.014609374463113702,0.012958916422741657,0.05447130648429844,0.04733193799620494,0.031548709062256174,0.025164899532021744,0.022873614691144958,0.10604638130065393,0.11020511089273813,0.12419015040756097,0.13197956212322673,0.13693147648088846,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0448150862159067
27,0.0931968245845796,0.12460626653244783,0.16657905032678338,0.19254246530842714,0.21287536157284526,0.05248579659118233,0.036860796323956245,0.01959043689103882,0.0146377835533878,0.013182911185140256,0.05447130648429844,0.04801233058573085,0.031548709062256174,0.025214586678802418,0.02328382705772211,0.10600275985515592,0.11118197512802329,0.12408428440407575,0.13196127847053998,0.13780137345417065,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.044307282894333
28,0.0931968245845796,0.12460626653244783,0.16663698122746692,0.1929561558063142,0.2117284688839308,0.05248579659118233,0.036860796323956245,0.019436554312547247,0.014687499469304881,0.013144668175135104,0.05447130648429844,0.04801233058573085,0.03134052082367072,0.025293236477326984,0.023207213491497732,0.10604638130065393,0.11140233589950102,0.12420891342414754,0.13232548616757744,0.13781719269701914,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0432837608921735
29,0.0931968245845796,0.12460626653244783,0.16616276830344842,0.19281516562808643,0.21179255557151258,0.05248579659118233,0.036860796323956245,0.01944839142379351,0.014730113121913746,0.013128278314649255,0.05447130648429844,0.04801233058573085,0.031334543932726694,0.025351302180338695,0.02318062449789564,0.10604638130065393,0.1114258411239875,0.1241638275109422,0.1323624545462239,0.13782636207311458,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.043002651605992
30,0.0931968245845796,0.12460626653244783,0.16768172823966862,0.19313403512139551,0.2125573055964196,0.05248579659118233,0.036860796323956245,0.019661459590266037,0.014801135834369978,0.013199301041657402,0.05447130648429844,0.04801233058573085,0.03167651786961043,0.025444996796564243,0.023296897060142575,0.10604638130065393,0.11142750122764317,0.12464031583790942,0.13249855986015807,0.13809213343880733,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0423543198260268
31,0.0931968245845796,0.12460626653244783,0.16616276830344842,0.19430362868165088,0.2127941711845448,0.05248579659118233,0.036860796323956245,0.01944839142379351,0.01487215855740942,0.013232080765274904,0.05447130648429844,0.04801233058573085,0.031334543932726694,0.02557427528253439,0.023362684703897685,0.10604638130065393,0.11142750122764317,0.12416495249305047,0.1327556663375369,0.13817740051705518,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.042055713648052
32,0.09301503331186144,0.12460626653244783,0.16784299265286376,0.19627361209131777,0.21250334261805454,0.05333806936819614,0.036860796323956245,0.01961411110691684,0.015056817629639145,0.013182911175879946,0.05516999104028483,0.04801233058573085,0.031607122291461565,0.02588078606707065,0.023273241412508385,0.10631472264437682,0.1114684716263913,0.12468391075658887,0.1333579852203415,0.13815558426325547,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0412923900378233
33,0.09249711580989904,0.12460626653244783,0.16679085027929183,0.19655269376446746,0.2121049120786748,0.05262784200551158,0.036860796323956245,0.019247160318296996,0.015120738094661978,0.013166521327630935,0.054413738799419,0.04801233058573085,0.031091911175859754,0.02597585892826001,0.023247756640061693,0.10586400998925621,0.11134351522989826,0.12403510189059572,0.13327349691826385,0.13787719192292902,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0407823692856497
34,0.0931491392534967,0.12460626653244783,0.16784299265286376,0.19592309396036647,0.21192064239849887,0.053551137521439654,0.036860796323956245,0.01961411110691684,0.0150426130897937,0.013204764330360129,0.055256727274602534,0.04801233058573085,0.031607122291461565,0.025853215913230088,0.023298439333633392,0.1064751533399844,0.11165228866792115,0.12483722628133943,0.1334694826007101,0.13826029750370336,4.230113636363637,6.191761363636363,23.666193181818183,43.49147727272727,58.47869318181818,1.0405043556511058
