Epoch,Recall@5,Recall@10,Recall@30,Recall@50,Recall@65,Precision@5,Precision@10,Precision@30,Precision@50,Precision@65,F1-score@5,F1-score@10,F1-score@30,F1-score@50,F1-score@65,NDCG@5,NDCG@10,NDCG@30,NDCG@50,NDCG@65,MAE@5,MAE@10,MAE@30,MAE@50,MAE@65,loss
30,0.09248013098724912,0.1195292305593275,0.17344045899198657,0.20758879640003897,0.22854932991676002,0.11901765081534976,0.07977418014990197,0.040399781819534596,0.029602600835025635,0.025505172955460224,0.08409511123145826,0.07876093352296254,0.05779290738183822,0.04723321583153954,0.042516986374174906,0.08297064922102498,0.08819180534679272,0.09371876899321402,0.09591141922253497,0.09706817576458455,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5839056703779433
31,0.09254721970829477,0.11968820502027719,0.17390783225198508,0.20882943228456255,0.22833810926691592,0.11909559789525283,0.08109924482909014,0.04038679757716594,0.029875406694895388,0.025535143453073242,0.08418190079746261,0.07943688122815484,0.05777032247113698,0.04765820521817761,0.042572422874968034,0.07343652055236574,0.07873958203177943,0.08417990401917844,0.08644000268163811,0.08751926410599195,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5842724611729752
32,0.09257618524279337,0.11790120220704647,0.17433008326279958,0.2062441914321293,0.2322142460526476,0.11932943913496201,0.08074849486258098,0.040542682817181104,0.029485695081489308,0.025715005091178817,0.08424978040663972,0.07882855148493825,0.05795809596382076,0.04706563377231708,0.0428976622393423,0.08305319936964908,0.08815137616744147,0.09380099006122035,0.09588183735283883,0.09723558151293822,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.584953350049478
33,0.09284628840600338,0.11910228179194271,0.17433377010972817,0.20789154599814888,0.2289717950025575,0.11948535708087733,0.08090441280849632,0.04064660730161243,0.02992995418985654,0.02552915232681429,0.08445270565089451,0.07927945881083155,0.05807398188792442,0.047744447703669986,0.042569152284950736,0.08387891013198477,0.08908271653627046,0.09461350332465043,0.09682038272509608,0.09793253944619085,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5843595339928145
34,0.09206015154986481,0.1193596593867218,0.17589698131439374,0.209373420602348,0.2302928041501242,0.11886178044165287,0.07950140699593239,0.041179205046346756,0.029610390785794097,0.025439228940920634,0.08390517320283576,0.0785359942346277,0.05880775362462247,0.04727247777806533,0.042450299043722294,0.08311078663398559,0.088343183107497,0.09414982755791138,0.09621982579863546,0.09736242547971709,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5854087935553657
35,0.09237943249388031,0.11771548026628263,0.17379433683185772,0.20859670899198657,0.23030219966326482,0.11917354497515588,0.07802050762221113,0.040776512163835675,0.02973510135641715,0.02570900207186526,0.08420222602778826,0.07723497136533028,0.058233426124531126,0.047427042889018965,0.04286376406044488,0.07981035138523193,0.08471861171854815,0.09055096344911259,0.09274527097131044,0.09394180226166582,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5847541270432649
36,0.09246880285273468,0.11921632429258208,0.17588324483632112,0.20739781772913826,0.22965785775069417,0.11878379768258598,0.07993006836318078,0.0407505228662528,0.02982083541382502,0.025319326137623003,0.08409021129295961,0.07874962917455731,0.0583075436408503,0.0475306938331943,0.0422570725855006,0.08295691161709007,0.08811192813206722,0.09378555226985391,0.09586995682589831,0.09699798084919603,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5853287091961613
37,0.09402806556327029,0.11914870038407906,0.17375693317511448,0.2083687429212539,0.22957893544031324,0.12377227997278108,0.07946240966987164,0.0406725847061407,0.02982864023091174,0.025457211239488443,0.08675156174835895,0.07833085688221575,0.05810834686921522,0.04755160479645941,0.042473579698118116,0.0740023324830822,0.07858748836348461,0.08424824729815143,0.08647085899441406,0.08759872621434885,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5847807607533019
38,0.09194711401233985,0.11876269940371079,0.17454432474851422,0.2064387380194125,0.2274802870241256,0.1187838095756406,0.07825431318275648,0.0405426768706538,0.029563624321810453,0.02521141153337058,0.08383109731220771,0.07746209897571305,0.057970375542703866,0.047164756435950285,0.0420607123073896,0.08156690775073443,0.08663244877084625,0.09237043714602293,0.09445968482135966,0.09556644375614579,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5840598624429585
39,0.0925750672956602,0.11979109183569393,0.17477152966375195,0.20894624586692567,0.22969199081742012,0.1197191745344773,0.07934553067570818,0.04085444735068413,0.02989098659643231,0.025667040401943383,0.08449240466717715,0.07841710531423543,0.05838791095736616,0.04767849476933944,0.04280143850776987,0.083165421444612,0.08828002500724533,0.09393845990246462,0.0961333882491542,0.09727228353226837,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5844198958373364
40,0.09097096182272384,0.11967588381570295,0.17510376214423592,0.20850515625761157,0.22955198577857072,0.11488659829714293,0.0805146298367626,0.040594631679710336,0.029774080842895984,0.02522340567894309,0.08206477057441361,0.07925097494504457,0.05812993870985666,0.04754332723045201,0.042107808803638624,0.07318841947557655,0.07890433882270952,0.08453780065914174,0.08671974498286425,0.08779504373981759,5.302026500389712,6.48207326578332,22.347233047544815,42.214731098986746,57.214731098986746,0.5839858562858017
