Epoch,Recall@5,Recall@10,Recall@30,Recall@50,Recall@65,Precision@5,Precision@10,Precision@30,Precision@50,Precision@65,F1-score@5,F1-score@10,F1-score@30,F1-score@50,F1-score@65,NDCG@5,NDCG@10,NDCG@30,NDCG@50,NDCG@65,MAE@5,MAE@10,MAE@30,MAE@50,MAE@65,val_loss
10,0.08689730312681004,0.10649227564750764,0.16279142347651737,0.20076004164322242,0.22131759333121517,0.11702786624177876,0.07592879408168904,0.04032507947798899,0.03082817258319065,0.026303882825969727,0.08181902536424597,0.07374743601428374,0.05731822939260917,0.04897582210202474,0.043751883303210275,0.13541410868589537,0.12028134886994266,0.13000352146109745,0.14350089220901022,0.1500858882609351,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1721385166330158
11,0.08689730312681004,0.10649227564750764,0.16542657472816044,0.20190298025591455,0.21970180464741246,0.11702786624177876,0.07592879408168904,0.04109907338983918,0.0310758507908567,0.02618480683808956,0.08181902536424597,0.07374743601428374,0.058382642138230356,0.04935924256012859,0.04353589838191913,0.13687889693137661,0.12160123879199519,0.1324743035684798,0.14545307541410252,0.15119673752286486,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1711378367442005
12,0.08689730312681004,0.10617487491238228,0.16627757307776356,0.2020968903236714,0.22059266129652783,0.11702786624177876,0.07697368566315886,0.041473170392065314,0.0310835906509137,0.026226483449417717,0.08181902536424597,0.07440469780758069,0.05891977909998536,0.04936555349022934,0.043619680925540555,0.13723657522408217,0.12230282705334872,0.1332922247310541,0.14587935160603316,0.1517991628497839,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1699209336964589
13,0.08689730312681004,0.10980560105934094,0.16715247468913302,0.2005306559704221,0.21863921449141974,0.11702786624177876,0.07728328336399314,0.04176986797196623,0.03082043273899208,0.02594665488791897,0.08181902536424597,0.07548674574588936,0.05930605850502526,0.048961198740226475,0.04315926150228517,0.14689165353198355,0.13000732252875993,0.13936108652929036,0.1510645554922867,0.1568243884172971,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1682685508668047
14,0.08689730312681004,0.11018519048455053,0.16709997285814845,0.20119591693944605,0.2200296439991647,0.11702786624177876,0.07736068272865132,0.04179566771501312,0.030944271692169987,0.026160991649379833,0.08181902536424597,0.07561453551792138,0.05935120357967475,0.0491620633137,0.043499146485066864,0.1509017812278433,0.1332318260660251,0.14223430208262092,0.15418821806808927,0.16017032117112873,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1679996289547134
15,0.08682342187786941,0.11013392164392091,0.1674100064871481,0.20014994346966317,0.22147653303786696,0.11687306744326194,0.07728328332939292,0.041756968061517546,0.03074303329504173,0.026297929040415807,0.08171905116711516,0.07555324096382587,0.05932452411163056,0.04885997493886864,0.04372776409931158,0.15090950705895298,0.1332826453979032,0.14233343141159222,0.15387801425214337,0.1606087584290711,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1671264362785052
16,0.08682635368565933,0.11015294072717059,0.16722748646564528,0.2007553663000972,0.22160746324403735,0.11679566813050409,0.07732198304055553,0.041679568725692874,0.030835912555698362,0.026363420826036932,0.081711576853651,0.07557935398014337,0.05925098209477523,0.04900766298861096,0.043842126777534005,0.15083508698079423,0.13327459083010815,0.14225185125051268,0.15406993105892242,0.16073775658205197,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1672843777158726
17,0.08705210193686026,0.11016584063473593,0.1667113597894047,0.20173961380871458,0.22220670209257595,0.11702786626484557,0.07732198304055553,0.041537669823208,0.031068110658322972,0.026518219585628493,0.08187799631753481,0.07558873571432412,0.05902122171313124,0.04936687805583187,0.044097127820344945,0.15096285024617478,0.1332777603630311,0.14212455562439866,0.15457945556348138,0.1611483049039778,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1665952700488973
18,0.08694705983404727,0.1108107696959155,0.16689073857231407,0.20138376464507898,0.22124663181026286,0.11710526564680386,0.07817337632283061,0.04127967194293629,0.03101393110017889,0.026351513170591055,0.08187601944552764,0.0762556981376081,0.05877269985840509,0.04928070228206622,0.043803656258225306,0.15133210975134706,0.13413054411279343,0.14226284091456018,0.1546554275479848,0.16093953328651173,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.166062167980386
19,0.08737317650166597,0.10984182138365027,0.1661278030866809,0.20071176302276159,0.21982408523697972,0.11726006427231957,0.07828947534098436,0.04116357280800678,0.030704333654521236,0.0260716846393675,0.0821267282417269,0.0761375262606716,0.05852613255133616,0.048802897966994496,0.0433611541174802,0.1517512483735664,0.13418166720576516,0.1422248432187842,0.15441789711615064,0.16056381047763876,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1654115158057063
20,0.08697217650244433,0.11078089536470433,0.16575340482611037,0.19923672743210852,0.22022198425496325,0.11687306746632875,0.078134676611668,0.04100877401814003,0.03073529333406742,0.02604786948057255,0.08178497708745693,0.07625088662531908,0.0583292111053763,0.04881236912544252,0.043315001380638485,0.15136932158963784,0.13418357296278788,0.14189882575312265,0.1540041641092891,0.16038309148406096,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1655260898032278
21,0.08784881385544967,0.10988856806209304,0.16373532221597784,0.1943903168888284,0.21405069392762685,0.11656346982316151,0.07836687475754288,0.04058307753847018,0.029806500752009565,0.025297690770046746,0.08194319752474595,0.07629522360030896,0.057689327237718156,0.047359927610750814,0.04208966247786425,0.1517958559338061,0.1344977899601585,0.14145410574119158,0.1523431629265425,0.15851572638048844,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1663849518733955
22,0.08654189696852636,0.11076475830097039,0.16432672534887635,0.19911473136014612,0.21754319737477937,0.11633127176378719,0.07867647231420957,0.04077657589821531,0.030712073565036888,0.026006192901321678,0.08140683678719834,0.07660419841645856,0.05794606596986899,0.04876527593156824,0.043225148970249684,0.15092120996039166,0.1344082477119039,0.14139371463342718,0.15386173515450843,0.15980692882517544,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1649774125537034
23,0.08673346885725071,0.10992273437176418,0.16303119518946937,0.19650013589130097,0.21489430487663383,0.11555727796727105,0.07809597686013847,0.040196080519111346,0.030139318148348908,0.025452489625509746,0.0810827317131516,0.07601803156544365,0.057187498029575165,0.047872487903967635,0.04234238881286199,0.1506597152954377,0.13398656190225952,0.14069906532210832,0.15268869407982463,0.15853411078614532,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1668495865737867
24,0.08766497609467928,0.10953052834126141,0.162728550610343,0.19576287642121315,0.2164310171808067,0.11594427475596175,0.07759288088029291,0.040273479980361813,0.030030959042152475,0.025678733928524097,0.08165947140278093,0.07558660341236428,0.05731741514276056,0.04773077592916856,0.04272840014405133,0.15111521818320447,0.1336894183370628,0.140757148745167,0.15247979746329896,0.15905592160951057,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1665529413793072
25,0.08797069714222991,0.10969992132205804,0.16110985290155322,0.19469670246675289,0.21447004035299777,0.1160216740514195,0.0781346766001346,0.039925182653423805,0.029705881634179282,0.02536318261549742,0.0817954937117203,0.07608001202852364,0.05681327556695316,0.04721929650067499,0.042197256067179535,0.1513400350873223,0.13406880494011075,0.14027341847356997,0.15195042708017878,0.15829193526907787,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1679001446789916
26,0.08780074005098812,0.1098279089929288,0.16409449253934824,0.19740660148370007,0.21821127825015837,0.11656346974819437,0.07902476947535486,0.04102167397904737,0.030595974503632856,0.026250298621908592,0.08179178895376876,0.0765971448964471,0.05824635147287196,0.04855030821636319,0.04358885306706393,0.15202936790768207,0.134936829048552,0.14230075963533514,0.1541679183557491,0.16089603061508098,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.165029952361149
27,0.08746654379265181,0.11056426163739741,0.16628421725411163,0.2004800377523198,0.2229327939035538,0.11687306727026085,0.07925696767313008,0.041357071186493705,0.030843652473422394,0.026619434153052745,0.08194481300899395,0.07699074554069676,0.058784029873278305,0.048974906937752624,0.04425619849747756,0.15163235991455085,0.13490772308441507,0.1427480947203219,0.1548017393451634,0.16206991302293522,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1652383354474913
28,0.08801034888419851,0.11047205625638228,0.16503165608081655,0.1985150379569907,0.22058088843344534,0.11664086910131916,0.07894737009051322,0.04108617328620594,0.030611454317455784,0.02642295877456423,0.08200405743665094,0.07669374366916555,0.05841150025522838,0.048607937727792434,0.04390313214299502,0.1521573251649599,0.1351291876540003,0.14262942206864201,0.15449223048039265,0.16162232600221693,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1653330798419017
29,0.08808456267008194,0.1104677697908906,0.16374758137361184,0.19728839900286943,0.21623982239987458,0.11671826865627855,0.07906346918940083,0.041034573875079305,0.030402475936286404,0.026071684676851073,0.08206541361373737,0.07675992269011289,0.05827608754448939,0.048291700094903675,0.04330634621935017,0.15163406964979673,0.1347074290051272,0.14183568882960654,0.15355295133157043,0.1599370872965169,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1670794760656056
30,0.08816001100909691,0.11014295735860664,0.1633847545278792,0.1970151057438031,0.21729998408179535,0.11648607045850333,0.07879257130064647,0.041034573869312606,0.030278636971575096,0.026214575789646814,0.08208139378277603,0.07657113866217365,0.05823917121513986,0.04809966706598737,0.043529759778932385,0.15173046352578207,0.1346393895938116,0.14195534434665466,0.1535673787234922,0.16045744092010492,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1665807786227773
31,0.08838772529378626,0.10931127125991295,0.16158026680580972,0.1935920755814288,0.21382333996818162,0.11695046672141958,0.07856037322685537,0.040686276647616926,0.03002321914317023,0.025744225719911924,0.08220554008537863,0.07613363604842693,0.057727526824333165,0.04765265584193839,0.04275934702439966,0.1523400874860331,0.13448558777178587,0.14121714327772705,0.15246023549107207,0.15901675816890626,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1679120824771858
32,0.08671645933744893,0.11018016849912633,0.16241121786897397,0.19334227321871295,0.21473870089640928,0.1167956679805698,0.07879257129776311,0.04050567797630241,0.030162537804928728,0.025875209273854068,0.08153967924081597,0.07654881176910718,0.057498549468723056,0.04785699966354959,0.04298797016602944,0.1518070051798326,0.13476715697661826,0.14123812134467043,0.1525836145453409,0.15940120298380822,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.167328639600262
33,0.08830304350703955,0.10956873135473982,0.1625741668875926,0.19584734022801875,0.21663277757702967,0.117492262135626,0.07832817498006318,0.04077657584054828,0.030325076679753905,0.026083592248679753,0.0821606533994016,0.07606256656902309,0.05788715098820189,0.04811390360309843,0.04329467277134835,0.15240231909480625,0.13419803252138035,0.14133466350566307,0.15304335987558676,0.15979043155585648,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1681068288455219
34,0.08754381053611036,0.1102976010904731,0.16275226697325706,0.19616654631753824,0.21816884497924485,0.11679566772683486,0.07898606975842555,0.04082817548666807,0.030479875426370387,0.026345559422881127,0.08170966841799464,0.07663546190611534,0.05794674833088929,0.04836564876525533,0.043739211763581115,0.1521618538262213,0.13508713065470704,0.1418533539543672,0.15374449319307096,0.1608701114983935,5.469040247678018,6.44969040247678,22.113003095975234,41.97755417956656,56.97755417956656,1.1672581310542125
